1,6,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20
1,7,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15
1,8,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10
1,9,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20
2,3,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15
2,4,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10
2,5,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20
2,6,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15
2,7,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10
2,8,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20
2,9,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15
3,4,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10
3,5,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20
3,6,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15
3,7,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10
3,8,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20
3,9,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15
4,5,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10
4,6,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20
4,7,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15
4,8,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10
4,9,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20
5,6,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15
5,7,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10
5,8,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20
5,9,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15
6,7,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10
6,8,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20
6,9,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15
7,8,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,11,12,10,11,12,11.8,12.03,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10,10,12.26,12.49,12.71,12.94,13.17,13.4,13.63,10
7,9,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,21,22,20,21,22,21.8,22.03,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20,20,22.26,22.49,22.71,22.94,23.17,23.4,23.63,20
8,9,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,16,17,15,16,17,16.8,17.03,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15,15,17.26,17.49,17.71,17.94,18.17,18.4,18.63,15
